Rooms,Type,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Regionname,Propertycount,Price
1,u,Idealista,29-04-2017,7.7,28005,1.0,1.0,1.0,50.0,53,2002.0,Retiro,8989,490000
3,h,Vivienda2,29-04-2017,9.4,28029,,,,,,,Vicálvaro,1308,812000
2,h,Donpiso,29-04-2017,1.6,28014,2.0,1.0,0.0,63.0,,1900.0,Carabanchel,5825,1200000
2,u,Century 21,29-04-2017,1.6,28019,,,,,,,Malasaña,5825,880000
2,u,Idealista,29-04-2017,1.6,28032,2.0,1.0,1.0,50.0,,,Villaverde,5825,681500
4,h,Inmobiliaria Barreras,29-04-2017,13.6,28025,4.0,2.0,3.0,737.0,265,2010.0,Usera,1071,970000
3,h,Look & Find,29-04-2017,14.5,28018,3.0,2.0,2.0,650.0,150,1980.0,Latina,1119,773000
2,h,Inmobiliaria Interlar,29-04-2017,4.2,28022,2.0,1.0,0.0,159.0,,,Ciudad Lineal,5263,1000000
1,u,Inmobiliaria Habita2,29-04-2017,4.2,28008,1.0,1.0,1.0,2592.0,,,Embajadores,5263,380000
4,h,Donpiso,29-04-2017,4.2,28012,4.0,2.0,1.0,309.0,,,Vicálvaro,5263,1817000
3,h,Inmobiliaria Bankia,29-04-2017,4.1,28015,3.0,1.0,0.0,143.0,,,Retiro,2019,1630000
3,h,Inmobiliaria Bankia,29-04-2017,4.1,28021,3.0,2.0,1.0,148.0,146,1890.0,La Latina,2019,2250000
2,t,Inmobiliaria La Playa,29-04-2017,2.3,28017,2.0,1.0,1.0,1537.0,81,1890.0,Moratalaz,6821,755000
2,h,Inmobiliaria Proincasa,29-04-2017,2.3,28020,2.0,1.0,0.0,89.0,65,1890.0,Vicálvaro,6821,940000
3,h,Gilmar,29-04-2017,14.7,28017,3.0,2.0,4.0,590.0,135,1960.0,Arganzuela,3692,799999
5,h,Inmobiliaria Gicoc,29-04-2017,14.7,28012,5.0,2.0,2.0,532.0,,,Hortaleza,3692,1200000
3,t,Tecnocasa,29-04-2017,4.6,28026,3.0,2.0,1.0,53.0,131,1970.0,Ciudad Universitaria,7217,1320000
3,u,Inmobiliaria Bankia,29-04-2017,4.6,28010,3.0,1.0,2.0,4657.0,,1980.0,La Latina,7217,922500
2,u,Inmobiliaria Fincas Asesoria,29-04-2017,4.6,28012,2.0,1.0,1.0,50.0,,,Usera,7217,760000
4,h,Look & Find,29-04-2017,8.9,28004,,,,,,,Barajas,802,1175000
3,h,Inmobiliaria Grupo Fincasa,29-04-2017,8.9,28031,3.0,2.0,3.0,526.0,159,1990.0,Barajas,802,1045000
1,h,Tecnocasa,29-04-2017,5.1,28028,1.0,1.0,1.0,160.0,,1930.0,Chamartín,4380,900000
1,u,Inmobiliaria NuevaVida,29-04-2017,5.1,28022,1.0,1.0,0.0,50.0,48,1975.0,Puente de Vallecas,4380,350000
5,h,Inmobiliaria Novo,29-04-2017,15.0,28030,5.0,2.0,2.0,627.0,232,1960.0,Cuzco,1369,1060000
4,h,Inmobiliaria MetroCuadrado,29-04-2017,15.0,28027,,,,,,,Puente de Vallecas,1369,780250
3,h,Remax,29-04-2017,15.0,28013,3.0,2.0,2.0,552.0,,,Chamberí,1369,984000
2,u,Gilmar,29-04-2017,6.6,28032,2.0,1.0,0.0,601.0,,,Retiro,2952,490000
1,u,Housell,29-04-2017,6.6,28013,1.0,1.0,0.0,50.0,,1940.0,Embajadores,2952,440000
1,u,Idealista,29-04-2017,1.9,28011,1.0,1.0,1.0,50.0,,2013.0,Cuzco,2230,295000
3,t,Engel & Völkers,29-07-2017,10.4,28010,3.0,2.0,1.0,195.0,192,2005.0,San Blas-Canillejas,3464,780000
2,t,Engel & Völkers,29-07-2017,10.4,28002,,,,,,,Tetuán,3464,670000
3,h,Inmobiliaria Soluciones,29-07-2017,14.0,28014,3.0,1.0,3.0,566.0,126,1980.0,Moncloa-Aravaca,1899,555000
3,h,Inmobiliaria Grupo Fincasa,29-07-2017,10.5,28031,3.0,1.0,2.0,465.0,,,Retiro,2185,613000
2,t,Inmobiliaria Interlar,29-07-2017,10.5,28010,2.0,1.0,1.0,100.0,,,Ciudad Universitaria,2185,340000
3,t,Inmobiliaria Novo,29-07-2017,10.5,28006,3.0,2.0,2.0,175.0,110,2014.0,Chueca,2185,580000
3,h,Inmobiliaria La Playa,29-07-2017,5.7,28006,,,,,,,Lavapiés,2211,1305000
2,u,Inmobiliaria MetroCuadrado,29-07-2017,15.5,28026,,,,,,,Latina,7630,402000
3,h,Inmobiliaria Don Piso,29-07-2017,12.8,28031,3.0,1.0,2.0,697.0,102,1960.0,Embajadores,1281,627000
1,u,Redpiso,29-07-2017,6.3,28021,1.0,1.0,1.0,50.0,,1960.0,Ciudad Universitaria,4836,380000
2,u,Inmobiliaria Zome,29-07-2017,6.3,28021,2.0,1.0,1.0,50.0,,,Cuzco,4836,631500
3,t,Remax,29-07-2017,4.3,28010,3.0,2.0,2.0,271.0,,,Embajadores,6567,1185000
4,h,Idealista,29-07-2017,4.3,28029,,,,,,,Latina,6567,1500000
4,h,Engel & Völkers,29-07-2017,10.2,28018,4.0,2.0,3.0,668.0,205,1970.0,Usera,2894,1540000
4,h,Housell,29-07-2017,21.5,28001,,,,,,,Chamartín,2824,1125000
4,h,Inmobiliaria Gicoc,29-07-2017,21.5,28031,4.0,2.0,4.0,387.0,,,Paseo de la Castellana,2824,1510000
3,h,Vivienda2,29-07-2017,9.5,28026,,,,,,,Hortaleza,4502,770000
4,t,Inmobiliaria Novo,29-07-2017,7.9,28001,4.0,3.0,2.0,232.0,,,Usera,5682,1450000
3,u,Inmobiliaria Gicoc,29-07-2017,9.7,28006,3.0,2.0,2.0,314.0,,,Hortaleza,7809,1600000
2,u,Inmobiliaria Grupo Fincasa,29-07-2017,9.7,28013,2.0,1.0,1.0,327.0,,1975.0,Fuencarral-El Pardo,7809,950000
4,h,Idealista,29-07-2017,9.7,28006,4.0,2.0,2.0,605.0,155,1938.0,Moncloa-Aravaca,7809,1755000
3,h,Inmobiliaria Don Piso,29-07-2017,23.2,28023,3.0,1.0,1.0,424.0,94,1970.0,Barajas,5030,606000
3,u,Housell,29-07-2017,39.0,28010,3.0,1.0,1.0,460.0,,,Cuzco,2332,537000
3,t,Look & Find,29-07-2017,17.3,28001,3.0,2.0,2.0,243.0,,,Ciudad Universitaria,5366,900000
3,h,Inmobiliaria MetroCuadrado,29-07-2017,17.3,28012,3.0,2.0,2.0,594.0,,,Embajadores,5366,1500000
3,t,Remax,29-07-2017,11.4,28006,3.0,3.0,2.0,307.0,177,2014.0,Barajas,6795,1435000
2,u,Vivienda2,29-07-2017,13.8,28032,2.0,1.0,1.0,121.0,,,Chamberí,10969,592000
3,h,Donpiso,29-07-2017,13.8,28021,3.0,2.0,2.0,264.0,,,Lavapiés,10969,900000
4,h,Housell,29-07-2017,13.8,28001,4.0,2.0,2.0,577.0,,,Lavapiés,10969,1780000
3,t,Century 21,29-07-2017,13.8,28006,3.0,2.0,2.0,669.0,138,1960.0,Tetuán,10969,1260000
3,h,Inmobiliaria Gicoc,29-07-2017,35.2,28010,3.0,1.0,2.0,792.0,101,1970.0,Embajadores,17093,620000
2,u,Century 21,29-07-2017,17.3,28025,2.0,1.0,1.0,50.0,74,1960.0,La Latina,2866,600000
3,t,Tecnocasa,29-07-2017,17.3,28007,3.0,2.0,2.0,314.0,,,Villa de Vallecas,2866,1215000
2,u,Inmobiliaria Fincas Asesoria,29-07-2017,13.4,28028,2.0,1.0,1.0,3316.0,85,1970.0,Villa de Vallecas,4387,615000
3,h,Inmobiliaria Fincas Asesoria,29-07-2017,25.0,28016,3.0,1.0,2.0,868.0,,,San Blas-Canillejas,9704,790000
4,h,Look & Find,29-07-2017,10.9,28004,4.0,1.0,1.0,662.0,,,Embajadores,4605,1831000
3,h,Inmobiliaria Habita2,29-07-2017,8.6,28004,3.0,1.0,2.0,591.0,,,Tetuán,3589,800000
3,u,Inmobiliaria Soluciones,29-07-2017,8.6,28002,,,,,,,Arganzuela,3589,381500
2,u,Inmobiliaria Zome,29-07-2017,10.5,28021,2.0,1.0,1.0,100.0,110,1960.0,Lavapiés,10579,845000
1,u,Housell,29-07-2017,10.5,28014,1.0,1.0,1.0,50.0,,1970.0,Hortaleza,10579,495000
2,u,Inmobiliaria Interlar,29-07-2017,10.5,28022,2.0,1.0,1.0,138.0,,1980.0,Lavapiés,10579,760000
3,h,Tecnocasa,29-07-2017,10.5,28026,3.0,2.0,2.0,206.0,,,La Latina,10579,1240000
2,u,Vivienda2,29-07-2017,10.3,28017,,,,,,,Moratalaz,6938,950000
3,t,Engel & Völkers,29-07-2017,14.0,28026,,,,,,,Usera,4294,470000
3,h,Inmobiliaria Bankia,29-07-2017,14.0,28001,3.0,1.0,1.0,677.0,,,Arganzuela,4294,586000
4,h,Inmobiliaria La Playa,29-07-2017,14.0,28020,4.0,1.0,4.0,752.0,115,1960.0,Moncloa-Aravaca,4294,706000
3,h,Redpiso,29-07-2017,14.0,28029,3.0,2.0,1.0,602.0,,,Villa de Vallecas,4294,550000
4,h,Engel & Völkers,29-07-2017,29.8,28002,4.0,2.0,2.0,576.0,189,2010.0,Villaverde,3122,456000
2,u,Inmobiliaria Zome,29-07-2017,6.4,28019,2.0,2.0,1.0,207.0,,,Embajadores,962,555000
2,h,Gilmar,29-07-2017,5.2,28029,2.0,1.0,1.0,108.0,70,1970.0,Barajas,11918,650000
4,h,Inmobiliaria Fincas Asesoria,29-07-2017,5.2,28015,4.0,2.0,0.0,256.0,,,Chamartín,11918,1080000
2,t,Century 21,29-07-2017,5.2,28010,,,,,,,Puente de Vallecas,11918,725000
2,h,Remax,29-07-2017,4.0,28026,2.0,1.0,1.0,123.0,79,1960.0,Lavapiés,5533,620000
2,h,Alfa Inmobiliaria,29-07-2017,4.0,28005,2.0,1.0,1.0,50.0,91,1970.0,Chamberí,5533,683000
2,h,Inmobiliaria Interlar,29-07-2017,4.0,28008,2.0,1.0,1.0,71.0,47,1970.0,Moncloa-Aravaca,5533,501000
2,u,Inmobiliaria Tecnorete,29-07-2017,4.0,28010,2.0,1.0,1.0,50.0,70,2008.0,Lavapiés,5533,615000
2,h,Inmobiliaria Interlar,29-07-2017,4.0,28013,2.0,1.0,1.0,459.0,,,Usera,5533,1220000
2,h,Inmobiliaria La Playa,29-07-2017,5.2,28010,2.0,1.0,1.0,539.0,107,1940.0,Moncloa-Aravaca,7082,1150000
1,u,Inmobiliaria NuevaVida,29-07-2017,5.2,28018,1.0,1.0,1.0,,,,Usera,7082,328000
2,u,Gilmar,29-07-2017,5.2,28031,2.0,2.0,1.0,50.0,,,Ciudad Lineal,7082,400000
3,t,Inmobiliaria Bankia,29-07-2017,12.1,28029,,,,,,,Centro,10175,773500
3,h,Alfa Inmobiliaria,29-07-2017,10.4,28007,3.0,1.0,2.0,719.0,,,Latina,5678,1750500
3,u,Remax,29-07-2017,14.7,28030,3.0,2.0,2.0,347.0,143,2000.0,Salamanca,4048,835000
3,h,Inmobiliaria Don Piso,29-07-2017,14.8,28002,3.0,2.0,2.0,316.0,170,2008.0,Malasaña,2674,640000
3,t,Alfa Inmobiliaria,29-07-2017,7.7,28010,3.0,2.0,2.0,186.0,158,2014.0,Ciudad Lineal,8920,1280000
5,h,Century 21,29-07-2017,7.7,28012,5.0,2.0,0.0,633.0,,1939.0,Carabanchel,8920,2400000
2,u,Alfa Inmobiliaria,29-07-2017,7.7,28012,2.0,1.0,1.0,1106.0,,1970.0,Tetuán,8920,682000
4,h,Inmobiliaria Zome,29-07-2017,7.7,28030,4.0,2.0,3.0,947.0,225,1930.0,Villaverde,8920,2500000
3,u,Redpiso,29-07-2017,7.7,28007,3.0,1.0,2.0,2863.0,,,Villa de Vallecas,8920,682000
3,h,Inmobiliaria Habita2,29-07-2017,1.6,28027,3.0,1.0,0.0,98.0,,,Malasaña,6786,920000
2,h,Inmobiliaria Proincasa,29-07-2017,3.5,28020,2.0,1.0,1.0,173.0,,,Usera,3106,1690000
3,u,Housell,29-07-2017,3.5,28018,,,,,,,Chamartín,3106,550000
2,u,Inmobiliaria Grupo Fincasa,29-07-2017,10.1,28001,2.0,1.0,1.0,145.0,,2010.0,Arganzuela,7822,680000
1,u,Housell,29-07-2017,10.1,28004,1.0,1.0,1.0,1978.0,,,Arganzuela,7822,316000
4,t,Donpiso,29-07-2017,10.1,28020,,,,,,,Latina,7822,1600000
3,u,Inmobiliaria Novo,29-07-2017,10.1,28031,3.0,2.0,1.0,259.0,115,1995.0,Paseo de la Castellana,7822,1151000
3,h,Inmobiliaria Interlar,29-07-2017,14.8,28007,3.0,2.0,2.0,308.0,,,Villa de Vallecas,7719,518000
3,h,Inmobiliaria NuevaVida,29-07-2017,31.2,28018,3.0,2.0,1.0,379.0,170,1950.0,Chueca,1989,625000
3,h,Inmobiliaria Interlar,29-07-2017,34.9,28025,3.0,1.0,0.0,528.0,106,1981.0,Cuzco,8060,480000
5,t,Vivienda2,29-07-2017,11.7,28029,5.0,2.0,2.0,276.0,159,2011.0,Villa de Vallecas,3582,1050000
3,h,Inmobiliaria Zome,29-07-2017,27.0,28008,3.0,1.0,2.0,463.0,,,Moncloa-Aravaca,3906,750000
5,h,Housell,29-07-2017,27.0,28008,5.0,5.0,4.0,570.0,243,1990.0,Embajadores,2076,835500
4,h,Engel & Völkers,29-07-2017,17.9,28007,4.0,2.0,2.0,721.0,283,2010.0,Fuencarral-El Pardo,9758,1740000
2,u,Tecnocasa,29-07-2017,17.9,28032,2.0,1.0,2.0,182.0,,,Latina,9758,560000
2,t,Inmobiliaria Barreras,29-07-2017,17.9,28024,2.0,1.0,1.0,171.0,,,Ciudad Universitaria,9758,751000
3,t,Look & Find,29-07-2017,17.9,28005,,,,,,,Cuzco,9758,1237500
5,h,Inmobiliaria Activa,29-07-2017,17.5,28025,5.0,3.0,2.0,537.0,,,Embajadores,2727,976000
4,h,Tecnocasa,29-07-2017,3.6,28002,4.0,2.0,0.0,191.0,,,Chueca,2954,1662500
2,u,Inmobiliaria Bankia,29-07-2017,3.6,28018,2.0,1.0,1.0,50.0,64,1970.0,Moncloa-Aravaca,2954,591000
2,h,Inmobiliaria Habita2,29-07-2017,6.7,28017,2.0,1.0,1.0,149.0,,1970.0,Centro,11204,650000
4,h,Tecnocasa,29-07-2017,6.7,28014,4.0,2.0,2.0,426.0,165,1930.0,Moncloa-Aravaca,11204,1400000
2,h,Inmobiliaria Grupo Fincasa,29-07-2017,6.7,28006,2.0,1.0,1.0,476.0,97,1930.0,Tetuán,11204,996000
1,u,Inmobiliaria Zome,29-07-2017,6.7,28018,1.0,1.0,1.0,103.0,,,Tetuán,11204,430000
4,h,Inmobiliaria Habita2,29-07-2017,6.7,28014,4.0,2.0,2.0,500.0,145,1930.0,Malasaña,3445,1011000
3,h,Inmobiliaria Don Piso,29-07-2017,6.7,28014,3.0,1.0,1.0,520.0,,,Salamanca,3445,770000
3,t,Inmobiliaria La Playa,29-07-2017,6.7,28006,3.0,2.0,2.0,275.0,142,2008.0,Tetuán,3445,830000
3,h,Inmobiliaria Bankia,29-07-2017,17.4,28024,3.0,1.0,1.0,562.0,,,Carabanchel,1124,455000
4,h,Inmobiliaria Barreras,29-07-2017,20.6,28012,4.0,2.0,1.0,336.0,83,2014.0,Paseo de la Castellana,15510,510000
4,h,Gilmar,29-07-2017,20.6,28014,,,,,,,Centro,15510,620000
4,h,Inmobiliaria Bankia,29-07-2017,20.6,28020,4.0,2.0,2.0,512.0,200.71,2007.0,Hortaleza,15510,590000
3,h,Inmobiliaria Grupo Fincasa,29-07-2017,20.6,28007,,,,,,,Lavapiés,15510,470000
4,h,Inmobiliaria Barreras,29-07-2017,20.6,28017,,,,,,,Paseo de la Castellana,15510,662000
3,h,Look & Find,29-07-2017,20.6,28014,3.0,1.0,1.0,301.0,109,2001.0,Cuzco,15510,390000
4,h,Redpiso,29-07-2017,34.7,28032,4.0,2.0,0.0,579.0,149,1990.0,Chueca,6464,500000
2,h,Inmobiliaria Habita2,29-07-2017,23.0,28027,2.0,1.0,2.0,1800.0,,,Cuzco,11925,1150000
3,h,Inmobiliaria Habita2,29-07-2017,23.0,28021,3.0,2.0,2.0,297.0,,,Villa de Vallecas,11925,745000
3,h,Inmobiliaria Soluciones,29-07-2017,23.0,28030,,,,,,,Chamartín,11925,1130000
3,h,Vivienda2,29-07-2017,23.0,28013,3.0,1.0,1.0,981.0,,,Villa de Vallecas,11925,928000
4,h,Inmobiliaria MetroCuadrado,29-07-2017,23.0,28019,4.0,2.0,2.0,560.0,253,,Lavapiés,1705,1020000
4,u,Look & Find,29-07-2017,24.7,28030,4.0,3.0,2.0,279.0,,2008.0,Villaverde,8322,617000
3,h,Inmobiliaria NuevaVida,29-07-2017,21.8,28012,,,,,,,Moncloa-Aravaca,4258,632000
2,u,Donpiso,29-07-2017,12.4,28029,,,,,,,Villaverde,9028,478000
3,h,Inmobiliaria Novo,29-07-2017,12.4,28016,3.0,1.0,2.0,721.0,130,1965.0,Hortaleza,9028,1420000
3,h,Inmobiliaria Grupo Fincasa,29-07-2017,14.3,28002,3.0,1.0,1.0,725.0,,,Moncloa-Aravaca,10999,1120000
6,h,Donpiso,29-07-2017,14.3,28007,6.0,3.0,2.0,692.0,,,Embajadores,10999,1655000
3,t,Vivienda2,29-07-2017,14.3,28016,3.0,2.0,2.0,283.0,,,Lavapiés,10999,970000
4,h,Inmobiliaria Soluciones,29-07-2017,14.3,28029,4.0,2.0,2.0,511.0,,1988.0,Malasaña,10999,1225000
3,t,Inmobiliaria NuevaVida,29-07-2017,14.3,28022,3.0,2.0,2.0,253.0,253,,Embajadores,10999,1120000
3,h,Tecnocasa,29-07-2017,14.3,28008,3.0,1.0,2.0,660.0,117,1965.0,Usera,10999,1460000
4,h,Inmobiliaria Habita2,29-07-2017,25.9,28001,4.0,2.0,2.0,550.0,,,Embajadores,7254,500000
4,h,Inmobiliaria Novo,29-07-2017,25.9,28028,4.0,2.0,2.0,411.0,,,Cuzco,7254,531000
3,h,Gilmar,29-07-2017,28.8,28020,3.0,1.0,2.0,680.0,,,Usera,3533,508000
3,h,Gilmar,29-07-2017,28.8,28004,3.0,1.0,0.0,585.0,85,1960.0,Cuzco,3533,450000
3,u,Look & Find,29-07-2017,28.8,28006,,,,,,,Puente de Vallecas,3533,430000
4,h,Inmobiliaria Grupo Fincasa,29-07-2017,8.9,28006,4.0,2.0,3.0,1783.0,,,La Latina,1651,3300000
4,u,Inmobiliaria Don Piso,29-07-2017,27.0,28020,4.0,2.0,2.0,320.0,,,Tetuán,2546,700000
2,u,Inmobiliaria Fincas Asesoria,29-07-2017,7.2,28007,,,,,,,Ciudad Lineal,4898,910000
2,u,Redpiso,29-07-2017,7.2,28010,,,,,,,Moncloa-Aravaca,4898,815000
2,u,Century 21,29-07-2017,7.2,28013,2.0,1.0,2.0,538.0,92,2005.0,Carabanchel,4898,834500
4,h,Inmobiliaria Bankia,29-07-2017,18.0,28013,4.0,2.0,2.0,688.0,,,Retiro,2346,850000
4,h,Redpiso,29-07-2017,18.0,28022,4.0,3.0,2.0,1503.0,209,1980.0,Centro,2346,920000
5,h,Inmobiliaria Grupo Fincasa,29-07-2017,18.0,28019,5.0,2.0,1.0,813.0,,,Fuencarral-El Pardo,2346,850000
2,u,Redpiso,29-07-2017,7.2,28027,2.0,1.0,1.0,837.0,80,1930.0,Retiro,8989,930000
2,u,Inmobiliaria Don Piso,29-07-2017,7.2,28006,2.0,1.0,2.0,797.0,90,1920.0,Ciudad Lineal,8989,720000
2,u,Vivienda2,29-07-2017,7.2,28028,,,,,,,Malasaña,8989,790000
3,t,Look & Find,29-07-2017,7.2,28001,3.0,2.0,2.0,50.0,111,2010.0,Fuencarral-El Pardo,8989,1035000
3,h,Inmobiliaria Gicoc,29-07-2017,7.2,28007,3.0,2.0,3.0,144.0,,,Salamanca,8989,1820000
2,t,Inmobiliaria Gicoc,29-07-2017,7.2,28010,2.0,1.0,1.0,50.0,,1980.0,Puente de Vallecas,8989,710000
2,u,Inmobiliaria Zome,29-07-2017,7.2,28026,2.0,1.0,1.0,795.0,80,2005.0,Lavapiés,8989,715000
2,h,Engel & Völkers,29-07-2017,36.9,28018,2.0,1.0,0.0,1000.0,81.79,1980.0,Embajadores,2259,655000
3,h,Idealista,29-07-2017,28.5,28019,3.0,2.0,2.0,581.0,128,1985.0,Malasaña,8443,630000
5,h,Inmobiliaria Zome,29-07-2017,28.5,28029,5.0,2.0,2.0,836.0,,1992.0,Embajadores,8443,1015000
3,h,Inmobiliaria Fincas Asesoria,29-07-2017,28.5,28004,3.0,2.0,3.0,810.0,114,1980.0,Arganzuela,8443,676000
3,h,Inmobiliaria Proincasa,29-07-2017,28.5,28012,3.0,1.0,8.0,665.0,,,San Blas-Canillejas,8443,580000
4,h,Inmobiliaria Barreras,29-07-2017,19.6,28005,4.0,2.0,2.0,571.0,200,1997.0,San Blas-Canillejas,10926,658000
3,h,Inmobiliaria La Playa,29-07-2017,19.6,28025,3.0,2.0,2.0,321.0,130,2011.0,Cuzco,10926,500000
3,t,Inmobiliaria Interlar,29-07-2017,19.6,28016,,,,,,,Arganzuela,10926,460000
3,h,Look & Find,29-07-2017,19.6,28010,3.0,2.0,1.0,390.0,147,2007.0,Centro,10926,560000
2,u,Look & Find,29-07-2017,19.6,28019,2.0,2.0,2.0,214.0,115,2000.0,Ciudad Lineal,10926,503000
2,u,Inmobiliaria Novo,29-07-2017,7.5,28013,2.0,1.0,1.0,50.0,,,Salamanca,9264,468000
3,t,Alfa Inmobiliaria,29-07-2017,7.5,28004,3.0,2.0,2.0,292.0,,,Embajadores,9264,1002000
3,h,Look & Find,29-07-2017,7.5,28026,3.0,3.0,1.0,226.0,,,Salamanca,9264,1315000
3,t,Idealista,29-07-2017,7.5,28030,,,,,,,Hortaleza,9264,1000000
2,u,Inmobiliaria Don Piso,29-07-2017,7.5,28012,2.0,1.0,1.0,1032.0,,,Salamanca,9264,550000
3,h,Inmobiliaria Gicoc,29-07-2017,7.5,28025,3.0,1.0,2.0,828.0,,,La Latina,9264,1875000
3,h,Inmobiliaria NuevaVida,29-07-2017,5.7,28012,3.0,1.0,2.0,697.0,112,1925.0,Vicálvaro,2970,1800000
3,h,Gilmar,29-07-2017,13.1,28030,3.0,1.0,2.0,619.0,,,Villa de Vallecas,5070,661000
3,h,Housell,29-07-2017,24.8,28028,3.0,2.0,1.0,720.0,162,1960.0,Carabanchel,10788,861000
3,h,Redpiso,29-07-2017,24.8,28018,3.0,1.0,3.0,984.0,,,Puente de Vallecas,10788,760000
4,h,Inmobiliaria Fincas Asesoria,29-07-2017,24.8,28029,4.0,2.0,2.0,659.0,177,1992.0,Centro,10788,890000
2,u,Inmobiliaria Interlar,29-07-2017,5.1,28013,2.0,1.0,1.0,50.0,60,1960.0,Salamanca,7570,370000
2,h,Housell,29-07-2017,5.1,28021,2.0,1.0,0.0,148.0,,,Ciudad Universitaria,7570,957000
2,u,Tecnocasa,29-07-2017,38.0,28015,2.0,1.0,1.0,50.0,,1968.0,Chamberí,17055,266000
4,h,Inmobiliaria Zome,29-07-2017,38.0,28015,4.0,2.0,3.0,767.0,210,1980.0,Lavapiés,17055,680000
3,h,Inmobiliaria Gicoc,29-07-2017,38.0,28025,3.0,2.0,1.0,680.0,,,Cuzco,17055,655000
3,h,Inmobiliaria Don Piso,29-07-2017,36.9,28002,3.0,1.0,4.0,632.0,104,1960.0,Embajadores,2500,570000
4,h,Donpiso,29-07-2017,38.0,28015,4.0,2.0,2.0,694.0,265,2009.0,Ciudad Universitaria,7566,945000
2,u,Inmobiliaria NuevaVida,29-07-2017,10.1,28006,2.0,1.0,1.0,50.0,77,2010.0,Barajas,2403,450000
4,h,Inmobiliaria Soluciones,29-07-2017,7.3,28026,4.0,1.0,1.0,702.0,,,Tetuán,10412,1908000
4,h,Inmobiliaria Barreras,29-07-2017,16.7,28013,4.0,2.0,2.0,660.0,,,Embajadores,15321,1200000
3,h,Inmobiliaria Proincasa,29-07-2017,16.7,28019,3.0,1.0,1.0,836.0,,,Puente de Vallecas,15321,1130000
3,h,Look & Find,29-07-2017,11.2,28007,3.0,1.0,4.0,650.0,135,1950.0,Chueca,8870,820000
3,h,Inmobiliaria Fincas Asesoria,29-07-2017,11.2,28024,3.0,1.0,4.0,625.0,,,Fuencarral-El Pardo,8870,760000
3,h,Inmobiliaria Zome,29-07-2017,11.2,28026,3.0,1.0,1.0,422.0,104,1960.0,Hortaleza,8870,680000
3,h,Inmobiliaria Proincasa,29-07-2017,11.2,28013,3.0,1.0,1.0,610.0,,,Moratalaz,8870,629500
3,h,Inmobiliaria Soluciones,29-07-2017,12.9,28020,3.0,2.0,2.0,453.0,,,San Blas-Canillejas,1071,900000
4,h,Inmobiliaria Proincasa,29-07-2017,16.1,28011,4.0,2.0,2.0,789.0,169,1975.0,Fuencarral-El Pardo,8524,770000
4,h,Inmobiliaria Barreras,29-07-2017,16.1,28027,4.0,2.0,2.0,737.0,,,Embajadores,8524,887500
4,h,Inmobiliaria Gicoc,29-07-2017,16.1,28030,4.0,3.0,1.0,807.0,190,1975.0,Chamartín,8524,900000
3,h,Inmobiliaria Zome,29-07-2017,20.4,28032,,,,,,,Malasaña,4864,633000
3,h,Idealista,29-07-2017,11.2,28031,3.0,2.0,2.0,591.0,,,Cuzco,2606,860000
2,u,Century 21,29-07-2017,5.3,28026,2.0,1.0,1.0,50.0,,,Embajadores,11308,580000
2,u,Inmobiliaria MetroCuadrado,29-07-2017,5.3,28011,2.0,1.0,1.0,974.0,,1960.0,Embajadores,11308,840000
3,h,Idealista,29-07-2017,5.3,28026,3.0,1.0,1.0,259.0,,,Paseo de la Castellana,11308,1460000
2,u,Vivienda2,29-07-2017,6.2,28002,2.0,1.0,1.0,50.0,,1955.0,Centro,6482,400000
3,h,Inmobiliaria Interlar,29-07-2017,21.3,28011,3.0,2.0,2.0,678.0,,1975.0,Chamartín,3794,901000
3,t,Inmobiliaria La Playa,29-07-2017,8.9,28007,3.0,2.0,2.0,161.0,135,2010.0,Usera,2890,835000
4,h,Inmobiliaria Zome,29-07-2017,16.0,28024,4.0,3.0,2.0,,,,Embajadores,4794,1535000
3,h,Inmobiliaria Novo,29-07-2017,16.0,28010,3.0,1.0,2.0,572.0,,,Embajadores,4794,1257000
3,t,Century 21,29-07-2017,16.0,28015,3.0,1.0,2.0,269.0,125,2000.0,La Latina,4794,1200000
3,t,Inmobiliaria Don Piso,29-07-2017,16.0,28025,3.0,2.0,2.0,240.0,180,2006.0,Moncloa-Aravaca,4794,1030000
3,h,Gilmar,29-07-2017,16.0,28014,3.0,1.0,0.0,642.0,,,Villa de Vallecas,4794,1260000
4,t,Inmobiliaria Interlar,29-07-2017,16.0,28022,4.0,2.0,2.0,304.0,183,2007.0,Puente de Vallecas,4794,1200000
2,h,Idealista,29-07-2017,16.0,28024,2.0,1.0,2.0,591.0,100,1950.0,Latina,4794,1150000
3,u,Inmobiliaria Interlar,29-07-2017,18.0,28015,3.0,2.0,2.0,345.0,,2005.0,Tetuán,5556,485000
4,h,Inmobiliaria Proincasa,29-07-2017,18.0,28027,4.0,2.0,2.0,542.0,221,2009.0,Centro,5556,618350
3,h,Tecnocasa,29-07-2017,18.4,28023,3.0,2.0,2.0,580.0,200,1990.0,Vicálvaro,13830,540000
3,h,Inmobiliaria La Playa,29-07-2017,12.3,28015,3.0,1.0,2.0,628.0,,1965.0,Salamanca,768,990000
4,h,Gilmar,29-07-2017,7.8,28022,4.0,2.0,2.0,1011.0,,,Chueca,5549,2250000
4,h,Donpiso,29-07-2017,7.8,28023,4.0,2.0,0.0,637.0,306,1936.0,Cuzco,5549,2530000
